,review,polarity,division
1526,product really goodthe appearance aristocraticexcept songs news nothing dobass not great overall,0.3333,positive
1351,product realy good easy use worth money best friend,0.6083,positive
2053,product require amazon prime membership cost rs year cheat not mention anywhere time purchase,0,neutral
1388,product respond well command also good audio output device,0.7,positive
1316,product run connect electric supply no batteries not comferrtable remote areas,-0.05,negative
1318,product see alex technical issue warranty period replace new one,0.0682,positive
560,product somewhat good also bad also communicate alexa connect plug timeanother bad fact use wifi workbut clearer better soundyou not ask alexa study reply high standard mannerbut overall help character,-0.0057,negative
1020,product stop function within one month purchase would like return item get replacement,0,neutral
292,product stun amazon great job make smart speaker affordable festive season quality superb sound quality like home theatremic quality excellent catch voice form far distance lovely productand one thing say alexa shes friendly smart give answer funny way whether ask question hindi love product,0.5032,positive
2124,product suberb rate pay but also capable work even without internet not possible,0.1,positive
4017,product super useful wont regret buy,0.3167,positive
3639,product superb,1,positive
3150,product tell something wrong sometimes,-0.5,negative
40,product u think song say alexa actually play exact song accuracysound quality awesome small size powerpack romantic slow songs music lovable although if u like badhash hip hop music u use additonal speaker connect itmics quite sensitive take order room high volume u need yell still not but concern thoughproduct build quality excellentjust amaze product u will sure love itday still explore kid love interact ask almost anything excite,0.2207,positive
1783,product useful education entertainment realise us someone nice product rat,0.495,positive
2705,product voice control wasnt good voice control get stucked sometimes play wrong songs,0.1,positive
788,product voice recognition sound quality simply great,0.6,positive
845,product work fine manual informative like whathow change customer switch one service provider another internet,0.4583,positive
3924,product worth buyingi get reasonable price,0.28,positive
1349,product worthy price but night lite flash lite not work,0.3333,positive
1457,promise site good quality nicely pack deliver time,0.755,positive
2004,prompt delivery good product,0.91,positive
56,pros sound quality consider compact compact box also pretty small hence good carry even travel great feature lot additional apps feature pick command intial connectivity take lot trail even though internet fasttipsplace wooden table better bass delivery,0.2864,positive
204,prosawesome intelligent speakersound quality impressive interact command unbelievablyyou listen india radioonline fm channelseg radio mirchi etcunlimited songs saavan amazon prime music need subscription ithost service wait command alexacon doesnt battery not use wherever wantit plug power source operateits best indoor useit need subscription music stream servicessuggestion please add audible suno support itoverall really great product,0.695,positive
2510,protect good bt charger miss amazon,0.25,positive
1539,proud alexa,0.8,positive
3771,punjabi language must add,0,neutral
510,purcahsed redmi tv tell get connect redmi tv but unable connect contact amazom customer care set unable help morever promise call back never happen,-0.3333,negative
1038,purchase alexa dot june but back items not workingreally disappoint amzon alexa,-0.39,negative
138,purchase amazon alexa generation november since april whenever connect phone bluetooth play something phone sound come distortedand ask help amazon tell purchase new device since covid pandemic agree buy new device device deliver days also issue previous one call amazon help service register complaint tell pair another mobile bluetooth pair phone call amazon helpline play something work perfectly alright but play new pair mobile next day sound distortedi recommend not buy device,0.1584,positive
2567,purchase amazon great indian festival sale,0.4,positive
1497,purchase best price rs apply multiple offer,0.3667,positive
1,purchase birthday gift years old son since dont siblings though would fun experience talk give command alexa but dismay use play music also one song one month birthday alexa please play fly jat song things demonstrate alexa like jungle quiz panchtantra ki kahaniya alexa laugh beatbox fart etc but one month use lose interest power socket also not interest use bluetooth speaker configure control wipro smart bulb but days start use smart bulb regular bulb easier press physical switch compare check configuration connection everytime alexa bulb alexa bulb off voice command doesnt work keep idle since months will remain many monthsyears come bottomline alexa not useful advertise tend lose interest quickly,0.1691,positive
885,purchase child online class but cant able project sound via bluetooth zoom alexa anyone help amazon alexa echo dot u help,0.45,positive
1809,purchase days lockdown period worthvery happy,0.8,positive
2167,purchase eco dot realy feel proud good product sound good look solid good voice recognition value money,0.62,positive
462,purchase first eco dot amazonour family much excite see work but lot issue if connection lose will take lot time reconnect switch off many time reconnecting sound recognition poormy suggestion amazon sound recognition make indian accecent,0.3642,positive
342,purchase item time want build personalise smart home kit amaze connectivity voice recognition purchase depend upon need,0.4071,positive
130,purchase kid class but always drop voice speaker not compatible zoom expect least voice zoom call fine but isnt not internet bandwidth problem wifi connectivity if go meet would recommend go another product,0.0583,positive
442,purchase loot offer awesome price pay not worth if yo pay one thousand five hundred kid njoyyinh setup easynjoyyinh free lead bulb sound quality averagebt connectivity good use mobile wifi work well,0.4443,positive
1110,purchase mom but stop work months not able identify issue,-0.25,negative
573,purchase product aug less months not work request replace product return money product one year warranty thank,0.0167,positive
674,purchase product weeks stop work get replacement but replacement product not good sound quality bad reject replace product bad service bad quality,-0.494,negative
105,purchase product work well fine months months sudden stop work get issue connect wifi integration issuesrequested replacement never happen months review product fact get call executives promise refund return product but weeks neither product nor refund go waste yur beloved hard earn moneyedit finally one year multiple complaints amount refund completely october afterall still feel amazon best,0.175,positive
16,purchase voice assistance heavy no equalizer settings app poor design functionality sound music rich but poor high frequency treble bass good per size speaker overall good hear music ai okay limit ai feature mobiles google voice way intelligent answer question good wakeup alarm listen music apps like spotify poor oppose advertisement show youtube select better song list rather amazons music spotify gaana still better but way behind youtube crux if small good quality speaker system pair mobile shall better better if use old phone no sms phone shall disturb smart speakers always listen except mute always leave doubt,0.2191,positive
1633,quality good but not able link wipro bulb also not able link musicapplication slow complicate,-0.138,negative
1635,quality good but use hungama sawan not choices,0.35,positive
966,quality not good sound irritate keep full volume,0,neutral
3171,quality product,0,neutral
3470,quality product much low,0,neutral
1047,quality product right price love perfect use half year still great condition audio quality awesome,0.5698,positive
1672,quality recognition good one,0.7,positive
3182,quality sound best among impressive feature performancelove little gadget,0.4175,positive
727,quality value money nice productacts mini speaker room good sound quality also extremely useful smart home dont consider main thump speakerbut accord size beast good base,0.3339,positive
212,question answer whats weather today setupfor every question keep say sorry trouble understand right please try little laterit days change room distance wall furniture question tone every thingnothing work,-0.1204,negative
2027,quick response,0.3333,positive
3081,quick response stock thing,0.3333,positive
2768,quick service quality good,0.5167,positive
2660,quick setup easy train voice setup lot things apart play music search amazon catalogue,0.3833,positive
1613,quite impress alexa,1,positive
262,quite months use consider amount pay ive stop use smart assistant coz dumb hey alexa heres idea better stop snoop aroundits good speaker though,0.1679,positive
1025,quite simple use,0,neutral
135,quite simple yet powerful device voice recognition system still need improve range microphones wide wake call instantly time speaker quality good pair two stereo configuration will make much better alexa work well advertise additional skills become better would love see regional language officially support right restrict hindi,0.3351,positive
3783,range microphone good but recognition sometimes suck otherwise good device,0.7,positive
2631,really amaze devicethanks amazon wonderful product,0.8,positive
3439,really amaze product amazon,0.6,positive
2406,really amaze product but unable connect computer even get replace,0.05,positive
3178,really awesome dad enjoy much,0.5867,positive
2182,really awesome product amazonit need updatesbut awesomesound goodand mic also awesome,0.625,positive
2828,really awesome quality product,1,positive
3506,really awesomeclear voice clear response best product,0.4333,positive
981,really bad within week speaker get bad start noise voice not clear even low volume level no option replace raise complaint,-0.35,negative
3898,really echo dot suberb,0.2,positive
2933,really enjoy,0.4,positive
449,really expensive bluetooth speaker happen take voice command play songs switch off one smart bulb room thats if full home automation setup home buy will good effective investment,0.2274,positive
1949,really good build guality must buyfull worth money,0.5,positive
3593,really good but wifi internet mobile hotspot,0.7,positive
1979,really good device everything love,0.7,positive
1282,really good didnt high hopesbut speakers r great alexa fantastic part fun kid adults,0.4767,positive
1368,really good entertain sound quality good voice recognition really good,0.6,positive
2349,really good example artificial intelligencemy kid enjoy lot new friend alexa love,0.2693,positive
760,really good feel like talk real person different voice take time figure connect alexa phone but eventually everything get intact everything perfect love,0.48,positive
3105,really good product,0.7,positive
879,really good product amazon first find problems use but still easy use voice recognition work perfectly timei use product last one month,0.5027,positive
1276,really good product but yes blutooth connectiin improve baki paisa vasool,0.7,positive
270,really good product buythere pro con everythingso also cant use alexa without adapter need continuous power supply active feel bite weird else everything perfect,0.2667,positive
972,really good product child like much work perfectly initially get dificulty settings but help youtube connect wifi satisfy deal,0.35,positive
2655,really good product unique thing also,0.5375,positive
258,really good producti attach light tv speakers itit work whenever want open close anything say dont search anything youtube say song alexa play really happy product one thing doesnt work battery battery support well,0.475,positive
2593,really good produt but need updatations improve skills,0.7,positive
3104,really good quality speaker ai integrationworks fine every smart device,0.4437,positive
1609,really good skills fast response like,0.44,positive
2668,really good speaker get really loud alexa responsive anywhere roombluetooth good low latencyall good buy,0.44,positive
3587,really good work,0.7,positive
2928,really good yet explore,0.6,positive
2328,really great product,0.8,positive
2433,really great product useful,0.595,positive
2048,really happy alexa really friendly helpful good time pass,0.7292,positive
2501,really happy parent enjoy lot ai something new worth money,0.4443,positive
3197,really happy product next level recognition,0.4,positive
2460,really like but dont really need,0.4,positive
791,really like concept way work but also if operate like bluetooth connect devices like switch off would helpfull,0.6,positive
1190,really like product handy easy connect baby also like much,0.5247,positive
4084,really like product nice interface sound quality,0.46,positive
226,really love dis product didnt expect product gud best thing way communicate eng hindide drwaback see not inclusion spotify itde product really gud go small speaker easily connect ur home theatre give u de better experience u save buck,0.3405,positive
2425,really love italexa superbi say everyone buy,0.7,positive
1436,really love product sure best one google nest home mini think helpful confuse buy alexa best one google,0.54,positive
2610,really love product work great sound awesome also listen playlist apple music,0.7667,positive
2038,really nice everyone use new innovations like,0.3682,positive
3416,really nice product,0.6,positive
2876,really nice productrecommend,0.6,positive
2426,really nice really helpful avoid lonliness,0.4,positive
1236,really nice smart speaker lot feature,0.4071,positive
1924,really nice voice clarity superb thank u amazon give product love u amazon prime offer,0.7,positive
2945,really nice work well if good internet,0.56,positive
1815,really nice worry whether spotify would work not but yeah support spotify,0.6,positive
1419,really super buy amazon great days less price get sound quality really spb,0.3133,positive
2398,really thankful amazon product buy daughter tell methank u amazon,0.2,positive
2988,really worth buy,0.25,positive
527,really worth buy alexa smart clearly understand everything need sound quality superb,0.4029,positive
350,really worth buy google home well realise capabilities alexa would definitely recommend go alexa if plan buy assistit really great fallback prompt if doesnt recognise say also immediately recognise smart devices add,0.3286,positive
2736,realy change experience music go,0,neutral
93,reason start review cant answer simple question google answer theres music play need shout loud tell pause sound quality decent but microphone seem bad happy home automation commandsbut felt absolutely disappoint answer,0.0024,positive
692,receive alaxa use week n later ask setup alaxa not work n lose m not get money back n cant call customer service also bad,-0.3033,negative
306,receive alexa today dec but unable set echo dot alexa mobile application contact cust care but say today problem india wide but still confuse if device malfunction really amazon alexa app face issue want reply amazon thank,-0.1,negative
2804,receive blank box no echo dot bulb recd,0,neutral
858,receive defective product amazon not take back despite repeat assurances disappoint experience,-0.39,negative
465,receive device integration issue later get know amazon team know issue not sure still want send device,-0.125,negative
3619,receive empty box,-0.1,negative
1474,receive empty box today echo dot charger missinga happy prime membervery fast delivery,0.3,positive
1761,receive good package work fine but voice recognition not work perfectly things ok,0.3729,positive
1144,receive order one day place order good speaker awesome fell down twice desk not harm grade productthank amazon,0.5148,positive
1065,receive product break pack seal product also not work disappoint,-0.575,negative
1494,receive product happy but use sound feature r third class worst product every see life,0.1,positive
2693,receive tape boxwant return,0,neutral
3002,receive tax invoice half tear second time happen request complete new tax invoice,0.0174,positive
95,recieved product less hours amazon price rs say better gen setup device hall sound produce immersive alexa integration superb well voice recognition setup process simple also get amazon power plug havels wifi bulb pair three device minutes ready go say one give try experience technology completely satisfy,0.3476,positive
1401,recognise voice perfectly work like charm get if free oneplus tv,0.7,positive
677,recognition isnt upto mark sound quality not really good well get stick give command sometimes need restart,0.025,positive
1899,recognition request hard ask something play play totally different items,-0.1458,negative
999,recommend,0,neutral
1696,recommend,0,neutral
3489,recommend alexa friends relatives,0,neutral
661,recommend go powerful smart ai without hesitant,0.2571,positive
3758,reduce one star spotify still miss,-0.2,negative
1296,remove zomatoswiggy food partner skills,-0.125,negative
429,replace alexa problem raise but another onethe light not blink play purchase alexa feature but iam not satisfy,-0.0833,negative
1807,reply instantly build quality good everything good,0.4667,positive
585,require connect wi fi disconnect im use mobile wifi difficult connect echo dot think need wifi available time not disconnectedit not user friendlyi want refund kindly advice,0.1167,positive
3893,require home,0,neutral
1850,require improvement voice integration,0,neutral
1012,requirement use amazon echo dot additional speaker tv connect fire tv stick but couldnt not generation understand requirement didnt meet,0,neutral
3209,respond really well nice sound quality better connectivity,0.425,positive
2505,return goodits not comfortable,-0.2,negative
2422,return waste money buy,-0.2,negative
580,return worst product ever see no sound doesnt understand songs useless plss dont ever buy dont get greed grapping maha sale discount,-0.3,negative
25,review especially sit fence ive use google nest minis want shift echo drop feature basically full intercom work fine but overall alexa disappoint even mics voice recognition tad better google sound natural but artificially natural little muffle wellthe app poor take less minute setup google home take minutes alexa app smart devices home time need merely set devices bummer echo alexa popular amazon sell google devices not market much,0.0604,positive
1323,review monthsthis product work well months show defect mic receive voice,0.2,positive
278,review onths usemust device homea nice personal assistant tell entertain automation nice if want develop habit remind follow schedule morning om chant prayers daytime songs etc much inbuilt,0.35,positive
395,review weeks best sound quality ever hear speaker nice build lot skills available alexa sometimes will not listen voice not work without not storageso turn wifi always if want use deviceoverall satisfy technology,0.58,positive
72,room convert smart home but costly affair first need wifi connection need smart acessories appliances pair alexa smart plug smart bulb ir blasterrequire case nonsmart appliance like ac overall give esteem feel echo dot good but expect beter sound device,0.2107,positive
3881,rs costly,0,neutral
3046,rs waste,-0.2,negative
1854,rubbish highly disappoint,-0.75,negative
3526,sandaar jabbarjastvoice detection quality good compare google home,0.7,positive
2273,satisfactory,0,neutral
1176,satisfactory product amazonit wont support youtube music need update alexa,0,neutral
3095,satisfy,0.5,positive
3765,satisfy,0.5,positive
1557,satisfy device great smart speaker,0.5048,positive
347,satisfy pack good product also reach one piece think word not explain quality product but star rat,0.6,positive
912,satisfye,0,neutral
965,say alexa pani pilade say khud uthke lwle slap alexa batameezi break down cant even hit kid days,-0.1556,negative
2539,sayalexaplay english love songsits play love poems,0.3333,positive
439,scream stand close hear command play songs sound quality poor,0.016,positive
1389,seal already open dissapointed worst case,-0.4,negative
1381,second alexa best thing entertainment sound quality awesome,0.6667,positive
296,second alexa device one best device smart home affordable price rs along wipro smart light must buy no con except advancements software address future,0.2365,positive
2209,second echo device much better earlier generationsamazing,0.1667,positive
479,second onethe earlier one louder soundthis one take instruction repeat againthis seem refurbish,0,neutral
58,second time purchase product first echo dot device stop work since not warranty advise amazon send ctdi team handle warranty devices experience ctdi nothing short nightmare ctdi team impossible contact not respond email phone service not work device nearly months send redicolous high estimate repair cost much new device not email coatation fire stick send echo dot device no clarification receive till date even though send second remindermy reason go detail one never waste ones time ctdi even shock amazons attitude device warrantyamazon arrogantly wash hand problem,-0.0323,negative
3867,see dont listen voice recognition,0,neutral
1994,seem best ever gift year old nephew alexa become best friend dropin device talk anytime love,0.675,positive
808,seem new member add family keep kid busy however hang time fail resolve request guess need fine tune,0.2177,positive
1599,seem refurbish renew product,0,neutral
631,sell product defect less money please buy good seller buy seller aux port not work please dont get cheat,0.2667,positive
3570,send along barley flour get leak echo dot,0,neutral
2299,send open packet rest everything like,0.6,positive
2912,serching quality poor never reply fast google,-0.1,negative
2205,seriously good device amazon sound bass quality superb love way respond alexa relate query good speaker low price,0.3938,positive
683,serve purpose need bluetooth device get voice command base add but still need improve voice recognition desire result,0,neutral
2130,service poor doesnt give access music play list spotify subscription amazon music play songs otherwise waste money,-0.24,negative
220,set device real pain make change exist set painful speaker quality good voice assistance work good music play but not stuff google assistance better,0.2536,positive
1172,set easy work fine happy talk,0.55,positive
546,set easyinbuilt speaker excellent sound quality nicebluetooth connectivity also excellentvoice recognition understand really goodoverall amazon alexa excellent,0.56,positive
709,set echo dot amzon app mobile not behave properly get hang step not smooth not complete but alexa echo dot work,-0.0833,negative
491,set start command alexa bid son missus also love sound quality surprise come small speaker try connect bluetooth speaker but not successful learn curve must tackle though test drive will go time but far good,0.2094,positive
918,setup difficult select wifi,-0.5,negative
2987,setup easy fast describe work perfectly describe,0.5444,positive
195,setup echo dot hours tell sorry trouble understand right please try little later try hours not fix replace item hours tell thing wait but not fix baught google nest mini work,-0.0877,negative
522,setup multiple echo devices speaker gen little bite let term recognise voice distance overall good,0.1281,positive
541,setup process complicate not get complete nor play anything speakers amzone alexa app work network disconnect disappoint m gon na return soon,-0.165,negative
78,setup process tedious try change network doesnt work isnt setup like open setup might chance set device successfully hurry really bad connect amazon wcp network hours nothing happen alexa go setup mode thats cant sheet tooooo bad tire waste time,-0.225,negative
3890,sexy device,0.5,positive
185,shes family member great way keep kid talk yet away sceen work parent dont get much time keep talk kid but someone answer time never forget take calcium set reminder worth buy,0.4333,positive
1344,shoud update indian languages,0,neutral
2340,simple use n connect pick voice ultimately super full happy,0.3708,positive
3111,simply amaze,0.6,positive
3855,simply awesome,1,positive
2127,simply awesome love,0.85,positive
2611,simply awsome get awesome deal also inr,0.5,positive
2314,simply best voice recognition best sound quality superb,0.85,positive
1479,simply doesnt work almost like defective model not respond anything alexa blue light light almost second later turn off no response,0.08,positive
1092,simply go,0,neutral
1989,simply love product innovative useful no search songs ask alexa,0.3,positive
2019,simply outstanding,0.5,positive
1409,simply superb,1,positive
3566,simply superb,1,positive
1073,simply superb along wipro smart bulb alexa echo dot room become disco theque kid love thank amazon great product excellent engineer,0.619,positive
3050,simply toooo good love,0.4333,positive
2386,simply vest buy sale grab lowest price,0,neutral
242,simply worseee device come connect internetin world every things seem pull off easily help internet trust instead make things easier alexa devices especially amazon echo dot make things ostentatiously difficult sheer wastage time stay away,-0.0133,negative
984,since purchase relax listen command always attend would urge every one buy,0,neutral
349,sing commandrather play songs play quiz youplays radio station wake u music much much dislike annoy female indian accent voice wish could set british usa english,-0.1,negative
3218,sir issue relate performannce doesnt perform accurately earlier,0,neutral
1064,sir may receive wrong item not work blutooth wifi not connectivity please return items,-0.5,negative
3965,siri will return echo device u kindly refund methank,0.6,positive
1651,size sound produce really good con identify voice wish voice specific get activate,0.275,positive
457,skeptical whether buy not but purchase feel happy buy daughter love lot keep interact alexa pluse alexa make task easy go,0.3583,positive
39,skills like specifically panchtantra indian stories mein tota hare ring ka indian haathi raja kaha chale indian rhyme tamil kid story songs kathai padalgal indian rhyme kid bhola bachpan rhyme wild animals animal kingdom indian namokar mantra jain prayer lord krishna meditation hour indian jungle book indian song stories indian kannada kid prasagalu indian marathi kid stories hour bhaktamar strota jain prayer,0.1,positive
1653,skills not work expect not able play change channel tv,-0.175,negative
1507,skills widen allow music still learn bollywood movie name,0.5,positive
1394,sleek design lovely flash light voice recognition excellent alexa integration really wonder sound quality fabulous really love enjoy gadget,0.5143,positive
1294,slow network access ghzamazon not replace within schedule replacement window bad experience,-0.605,negative
2057,small device but useful handy easy connect use,0.2933,positive
2616,small device sound ok voice recognition fast good,0.31,positive
1342,small imagine,-0.25,negative
3079,small size yet useful,0.07,positive
1851,smart,0.2143,positive
2000,smart bulb miss pakage,0.0071,positive
695,smart device will give feel live modern tech worldmust buythank amazon,0.2071,positive
1101,smart devicehighly recommend,0.2143,positive
1219,smart home products dont type command,0.2143,positive
754,smart speaker nice voice recognition suitable indian english language settingdecent sound quality well,0.3529,positive
2459,smartly workit super,0.306,positive
2930,sobad bassfacing problem wifi sectionso m unable setup,-0.5,negative
1602,software poor,-0.4,negative
107,software stop work months generation echo dot not worth spend money,-0.175,negative
545,solid piece plastic good sound speaker color bulb good dealsound quality quite good rock room single handedly voice recognition somewhat okeish alexa work like charm though,0.3381,positive
1555,sometime alexa not lisenting play think loud except value money if u want buy speaker best product,0.55,positive
1054,sometime not respond but overall awesome product rat,0.5,positive
359,sometime wont recognize voice sound quality poor sometime better explore options,0.0938,positive
844,sometimes alexa doesnt listen command play random songs also reset hungama default mysic app volume wise good,0.3,positive
757,sometimes alexa doesnt understand ask interpretsaomething else doesnt even understand indian name,-0.2,negative
607,sometimes alexa hear everything but sometimes alex doesnt response properly tell time,0.25,positive
2156,sometimes alexa not respond volume high alexa not understand songs play straming,0.16,positive
2637,sometimes automatically turn voice recognition not good expect sometimes take input play songs,-0.225,negative
3661,sometimes doesnt work like dont know,0,neutral
381,sometimes freeze play something else google smarter but sound alexa better,0.45,positive
3242,sometimes hard configure alexa echo dot generation device rest good,0.2042,positive
3299,sometimes no follow command play random songs,-0.5,negative
4095,sometimes problem recognise interpretating voice but otherwise good device,0.7,positive
68,son ask long time however werent buy time decide buy awesome product astonish voice recognition capabilty pick right songs minimal inputswe integrate fire stick alsono regretsi recommend buy happy alexaing,0.3871,positive
3923,song options not limit amazon music need fm channel,0.3452,positive
187,song selection base language application prefer say intend hear tamil song like play muthu movie songs play muthu telugu songs mostly not play amazon musicso difficult play selectionwhen say retro tamil songs play old songs alternativelyi buy black onethe speaker outer look dusty not fresh peace,-0.1478,negative
3797,songs ask play not jio sawan,0.5,positive
2080,songs news bhajans etc,0,neutral
1883,songs not available,-0.2,negative
2096,soo good help us go buy also good google assistant songs but if add bengali songs regional songs no one match alexa,0.7,positive
3129,soooo cooool,0,neutral
1450,sorry not satisfy,-0.375,negative
3267,sorry not sure thatwhat ever ask always saidi disappointedcomparing google mini better,-0.0833,negative
4048,sound,0.4,positive
3544,sound achi h but voice command deta delay process work,0.4,positive
2496,sound base best range best ai assistant,0.4,positive
3308,sound better,0.45,positive
587,sound better get louder home mini fekte sturdy hand mic response awesomebut not smartest speaker ai still require improvement,0.45,positive
1667,sound burst ought better voice explode little higher volume,0.2406,positive
104,sound clarity fantastic provide surround sound feel bass great volume start jar please dont expect fulfill theatre disc like experiencevoice recognition pretty much spot everytimeonly drawback no bluetooth option aux capabilities,0.3286,positive
3821,sound good,0.655,positive
2361,sound good but plz update language settings indian hindi languagelike google home work hindi,0.55,positive
1000,sound good enough need improvement music app integration since wire cant move often place hall use well,0.3667,positive
3069,sound good listen far,0.41,positive
2051,sound good new but suddenly stop no way contact seller repair warranty,0.3091,positive
3024,sound good not but not great go normal bluetooth speaker instead alexa also alexa doesnt respond high volumes,0.442,positive
929,sound good voice recognition also good connect amazon prime music also get smart bulb connect,0.5036,positive
3286,sound good voice recognition poor,0.2333,positive
3819,sound isnt clear,0.25,positive
2953,sound kam recognise krta h,0.4,positive
1996,sound low,0,neutral
1107,sound mast connectivity good voice recognition good voice sensitivity good,0.73,positive
3473,sound maximum den sound low cant hear also,0.2667,positive
2745,sound must better replace bigger model open box please reply,0.3,positive
2446,sound not clear noisy sound resolve problem,0.1833,positive
3854,sound not clearfull volume sound vibrate alotnot satisfy,0.4333,positive
2137,sound not good,0.025,positive
388,sound output good single room connect home theater system become amaze product one major lacuna keep continuously plug still feel value money product amaze feature,0.3818,positive
2503,sound performance not goodand feature like homelinks music app not applicable,0.4,positive
3126,sound quality,0.4,positive
3614,sound quality,0.3,positive
1514,sound quality amaze,0.5,positive
1655,sound quality amaze,0.5,positive
1561,sound quality amaze good product amazon,0.5667,positive
3221,sound quality amaze microphone fantastic easily connect phone bluetooth,0.4583,positive
403,sound quality average but get job do get pretty loud thoughif listen lot music use bluetooth speaker something case become great replacement smart convenientworth shoot sure,0.2643,positive
2929,sound quality average nothing extraordinary alexa feauture pretty good handy,0.3556,positive
3212,sound quality awesome,0.7,positive
1341,sound quality awesome but lack bass compact versionso if bass lover either buy echo connect bluetooth speaker,0.275,positive
3875,sound quality awesome love,0.6333,positive
2191,sound quality awesome work fine must buy,0.6056,positive
2766,sound quality awesomei love hear music itover master blaster smart speaker,0.3714,positive
3028,sound quality bad,-0.255,negative
1281,sound quality bad please improve otherwise good product,0.0633,positive
1327,sound quality bass good good experience hindi also,0.465,positive
1164,sound quality best alexa hear away another room respond much like real man talk best time pass,0.572,positive
1186,sound quality best integration recognition part need speak loud activate alexa doesnt activate normal voice,0.4125,positive
276,sound quality best price use speaker but thats jut expensive mi speakers even jbl if brand value consideredconnectivity voice recognition worst amongst even include google speakers apple oneseg try ishare tere guru randhawa similar type songs will either play random songs english ones,-0.075,negative
2132,sound quality better expectintegration smooththere things finetuned regard set schedule remindersits remind first person,0.3375,positive
1383,sound quality decent excellent voice recognition get rs sell best deal,0.6417,positive
1158,sound quality decent get doesnt bother price segmentalexa somewhere not near expectations,0.1722,positive
301,sound quality decent not loud low voice recognition ability device whatever want get hear device like music song repeat many time get correct song think need get improvement,0.2333,positive
245,sound quality echo dot exceptionally good see size form factorthe setup really easy process no time ready use amaze device build quality also nice device feel solid plastic not feel cheapa definite buy look alexa enable smart speaker,0.3697,positive
1608,sound quality eco dot gen improve alotworth buy amazon product,0.4,positive
917,sound quality excellent,0.7,positive
503,sound quality excellent but without internet usless not even wireless battery operate one main consits not worth buy,0.3542,positive
4105,sound quality excellent im happy alexas performance,0.7333,positive
1972,sound quality excellent voice recognition also good accord price,0.7,positive
3712,sound quality expect,0.2667,positive
2037,sound quality exquisite however reboot automatically sometimes doesnt connect otherwise great smart speaker,0.6036,positive
1506,sound quality give star but sometimes face connection problem product good,0.55,positive
2673,sound quality good,0.655,positive
2784,sound quality good,0.655,positive
2853,sound quality good,0.655,positive
2887,sound quality good,0.91,positive
3683,sound quality good,0.55,positive
3871,sound quality good,0.55,positive
1404,sound quality good alexa improve alot,0.55,positive
987,sound quality good but alexa ai integration not powerful doesnt know many answer if compare google home mini build quality sound quality mic alexa better but come software alexa stand no,0.4667,positive
2781,sound quality good but alexa search poor,0.2333,positive
991,sound quality good but come tune radio alexa blank even alexa support amazon music channel if think favourite music hard find alexa,0.0868,positive
111,sound quality good but not best can not expect accord price rangesound quality could better but jobmusic less feature come music many little things thats possible phone not availableoverall go not necessity things achievable smartphone easily,0.3754,positive
1030,sound quality good but not loud if good wifi prime membership ok otherwise bluetooth speaker better multi purpose usei use come home office sleep listen country music,0.4583,positive
1958,sound quality good but sometime didnt understand ask need improve,0.655,positive
1105,sound quality good but voice recognition badmay due mic,0.2938,positive
1481,sound quality good but voice recognition not good enough try hard play specific songs,0.0764,positive
3223,sound quality good but voice recognition not good need improvement,0.6,positive
173,sound quality good compare previous generation but alexa assistants skills integration smart devicesbluetooth include fire tv choppyalexa response incorrect time even multiple repeat wifi reception not good can not work weak internet reception google home mini perform pretty well parameters,0.0958,positive
761,sound quality good cover average housesometime alexa doesnt play song want doesnt recognise voiceyoutube search option also include,0.3167,positive
1431,sound quality good fast bluetooth connectivity easy use,0.4333,positive
513,sound quality good however find con always need connect speaker plug else wont work no battery back alexa would not get everything say time end choose select song sometime manually rather give command alexa,0.4,positive
475,sound quality good listen plan change home theatre understand word speak lil daughter good happy time will tell durability,0.65,positive
266,sound quality good low volume but increase volume get distort sound get really hursh low end get compress need improve sound dude surely not audio enthusiasm but daily task get include smart lead think get value bluetooth connection poor dont if like not,0.1513,positive
1049,sound quality good nice product,0.5667,positive
2101,sound quality good speak enjoy,0.57,positive
357,sound quality good time answer whatever u ask problem almost never play song u ask play either song not available amazon music play something,0.3333,positive
2313,sound quality good voice recognition,0.55,positive
2748,sound quality good voice recognition average good quality material,0.33,positive
2467,sound quality good voice recognition good useful,0.5475,positive
2112,sound quality good voice recognition need improve bite,0.655,positive
641,sound quality good work perfectly best product,0.7,positive
3362,sound quality good worth money,0.4667,positive
1251,sound quality goodkdki big fan amezon thx everything,0.2,positive
1657,sound quality goodprice item good dealhighly recommend,0.55,positive
3145,sound quality great,0.6,positive
376,sound quality great but answer question isnt good but question google smart speaker give appropriate answer alexa tell result web would love answer like google assistanceif echo amazon products gon na rock youll get best,0.5114,positive
1121,sound quality great sometimes doesnt get command google nest seem better understand query if main aim listen music go alexa,0.4667,positive
604,sound quality hardware quality really good worth money use regularly reminders alarm music kid also enjoy device,0.38,positive
3419,sound quality improve,0.4,positive
957,sound quality improve furtherthe musics limit amazon music,0.1643,positive
933,sound quality low overall product good,0.275,positive
3084,sound quality nice,0.59,positive
1719,sound quality normal basic response good compare mi google voice assistant,0.3125,positive
1313,sound quality not good but fine connectivity good amaze product if buy must wifi home,0.5633,positive
1558,sound quality not good full volume alot distortion big time delay response compare earlier model,0.08,positive
1440,sound quality not good high volume alexa cant hear commandsit inbuilt noise cancellation system,0.07,positive
2542,sound quality not good sometimes difficult understand alexa tell sound not clear,-0.02,negative
2652,sound quality not good sound get crack,0.15,positive
970,sound quality not great ok,0.1667,positive
